STATION_NO,R_STATION,R_CTRY,R_LATITUDE,R_LONGITUD,R_ALTITUDE,R_HEIGHT,R_ANT_BEAM,ZONE,ANTEN_TYPE,ANTEN_DIAM,FEED,PROT_RAD,FIG_MERIT,XPD_0,OFF_AXIS,RELAT_LEV,RANGE_REC,INT_TIME,EXP_NO,SATEL_NAME,SATEL_POS,TYPE,START_DATE,END_DATE,DURATION,FREQUENCY,POL_L_C,POLAR,ELEVATION,RAIN_CONC,T_MED,DATA_SAMP,CALIB_INT,DAT_RES,RAIN_GAUGE,RAIN_RES,RAIN_TIME,LOC_GAUGE,ATT_E_T,RR_001,RR_002,RR_003,RR_005,RR_01,RR_02,RR_03,RR_05,RR_1,RR_2,RR_3,RR_5,RR1,RR2,RR3,RR5,RR10,RR20,RR30,RR50,A_001,A_002,A_003,A_005,A_01,A_02,A_03,A_05,A_1,A_2,A_3,A_5,A1,A2,A3,A5,A10,A20,A30,A50,FLAG1,FLAG2,FLAG3,FLAG4,FLAG5,FLAG6,FLAG7,FLAG8,REFERENCES_EXP,COMMENTS
333,SPINO D'ADDA,IT,45.4,9.5,84,,,K,,,,,,,,,,,18,ITALSAT,13.2,BCN,1999/01/01,1999/12/31,365,49.49,L,90,37.7,Y,,,,,,,,,T,54.4,49.2,45.6,41.9,28.8,19.9,12.9,9.8,7.2,5.2,4.3,3.1,1.8,0.8,,,,,,,,,,,,,,34.7,27.6,21.3,18.3,14.9,10.6,7.6,6,4.4,3.1,2.6,2.5,2.3,1E-2,2E+0,5E-2,5E+1,0T,,,,,
333,SPINO D'ADDA,IT,45.4,9.5,84,,,K,,,,,,,,,,,19,ITALSAT,13.2,BCN,2000/01/01,2000/12/31,366,18.68,L,90,37.7,Y,,,,,,,,,T,47.7,43.5,39.1,34.5,26.8,20.4,17.4,14,9.7,6.7,5.3,3.9,2.5,1.2,0.7,,,,,,23.1,20.6,19.2,17.6,14.8,12.2,10.8,9,7,5.6,4.9,4.2,3.2,2,1.4,0.8,0.6,0.4,0.4,0.3,1E-2,3E+0,5E-3,5E+1,0T,,,,,
333,SPINO D'ADDA,IT,45.4,9.5,84,,,K,,,,,,,,,,,20,ITALSAT,13.2,BCN,2000/01/01,2000/12/31,366,39.59,C,45,37.7,Y,,,,,,,,,T,47.7,43.5,39.1,34.5,26.9,20.8,17.7,14.2,9.8,6.7,5.3,3.9,2.4,1.2,0.6,,,,,,,39.2,37.1,35,32,28.8,26.8,24,19.7,15.2,12.7,10.1,7.4,5,3.8,2.6,1.7,1.2,1,0.7,1E-2,3E+0,1E-1,5E+1,0T,,,,,
333,SPINO D'ADDA,IT,45.4,9.5,84,,,K,,,,,,,,,,,21,ITALSAT,13.2,BCN,2000/01/01,2000/12/31,366,49.49,L,90,37.7,Y,,,,,,,,,T,50.2,44.9,42.2,35.5,27.6,21,17.8,14.3,9.8,6.8,5.3,3.9,2.5,1.2,0.7,,,,,,,,,,,,,,31.5,22.8,18.8,15.4,11.7,8.4,6.5,4.5,3.1,2.6,2.5,2.3,1E-2,3E+0,1E-1,5E+1,0T,,,,,
334,DUBNA,SU,56.7,37.33,120,,,E,,,,,,,,,,,1,LOUTCH,346,BCN,1987/01/01,1987/12/01,365,11.5,C,45,12,Y,,,,,,,,,,85.6,70,59.5,52.2,40,30.6,23.2,15.7,9.7,6.2,4.8,3.4,2.1,,,,,,,,,,,,,,,8.1,4.3,3.3,2.9,2.6,2.2,,,,,,,,5E-2,1E+0,5E-2,1E+0,SE,,,,,I08
334,DUBNA,SU,56.7,37.33,120,,,E,,,,,,,,,,,2,LOUTCH,346,BCN,1988/01/01,1988/12/01,365,11.5,C,45,12,Y,,,,,,,,,,65.1,51.8,44.4,33.7,22.9,15,10.8,7.8,5.1,3.6,2.9,2.2,,,,,,,,,,,,,10,6.4,4.8,4.1,3.1,2.3,2,1.6,1.3,,,,,,,,1E-2,5E-1,1E-2,1E+0,SE,,,,,I08
334,DUBNA,SU,56.7,37.33,120,,,E,,,,,,,,,,,3,LOUTCH,346,BCN,1989/01/01,1989/12/01,365,11.5,C,45,12,Y,,,,,,,,,,76.8,56.9,47.5,39.5,28.6,17.7,13.3,9.5,5.3,3.6,2.9,2.3,,,,,,,,,,,,,,9.7,7.8,6.2,4.9,3.7,3.1,2.5,1.9,,,,,,,,2E-2,5E-1,2E-2,1E+0,SE,,,,,I08
334,DUBNA,SU,56.7,37.33,120,,,E,,,,,,,,,,,4,LOUTCH,346,BCN,1987/01/01,1989/12/01,1095,11.5,C,45,12,Y,,,,,,,,,,78.9,59.4,52.7,43.7,32.6,21.5,16,11.1,7,4.4,3.5,2.6,,,,,,,,,,,,,,10.8,8.2,5.8,4.2,3.2,2.8,2.4,1.9,,,,,,,,,,,,ME,,,,,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
335,NEU GOLM,DE,52.19,14.05,50,,1,E,PARABOLIC,2.5,CASSEGRAIN,NO,12.8,,,,,,1,LOUTCH,346,BCN,1984/05/01,1984/12/01,245,11.5,C,45,24.7,Y,,,,,TB,,60,,,52.8,46.8,43.5,40,33.8,27.2,23.8,20,16,13.8,12.8,11.8,10.8,,,,,,,,10.4,9.6,8.8,7.6,6.2,5.4,5,4.6,4,3.7,3.6,3.4,3.1,2.7,2.5,2.2,1.9,1.6,1.3,1,,,,,,,,,,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
335,NEU GOLM,DE,52.19,14.05,50,,1,E,PARABOLIC,2.5,CASSEGRAIN,NO,12.8,,,,,,2,LOUTCH,346,BCN,1985/01/01,1985/12/01,279,11.5,C,45,24.7,Y,,,,,TB,,60,,,157.5,141.5,93.5,82.5,59,42.5,34,22,13.5,11,10.2,,,,,,,,,,10,8.6,7.5,6.8,6.3,5.8,5.4,4.6,3.8,3.4,3.2,2.9,2.6,2.2,2.1,1.8,1.4,1.1,0.8,0.6,,,,,,,,,,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
335,NEU GOLM,DE,52.19,14.05,50,,1,E,PARABOLIC,2.5,CASSEGRAIN,NO,12.8,,,,,,3,LOUTCH,346,BCN,1986/01/01,1986/12/01,201,11.5,C,45,24.7,Y,,,,,TB,,60,,,89,74,65.5,58,43,22,17,14,11,,,,,,,,,,,,,,,,5.7,3.4,2.9,2.5,2,1.9,1.8,1.7,1.6,1.4,1.4,1.3,1.2,1,0.9,0.9,,,,,,,,,,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
335,NEU GOLM,DE,52.19,14.05,50,,1,E,PARABOLIC,2.5,CASSEGRAIN,NO,12.8,,,,,,4,LOUTCH,346,BCN,1987/01/01,1987/12/01,339,11.5,C,45,24.7,Y,,,,,TB,,60,,,83.5,79,70,60,48,30.2,25,18,9,5.2,,,,,,,,,,,,19.7,18.5,17.2,14,10,7.6,5,3.4,2.8,2.6,2.3,2,1.8,1.7,1.6,1.4,1.2,1.1,0.9,,,,,,,,,,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
335,NEU GOLM,DE,52.19,14.05,50,,1,E,PARABOLIC,2.5,CASSEGRAIN,NO,12.8,,,,,,5,LOUTCH,346,BCN,1988/01/01,1988/12/01,272,11.5,C,45,24.7,Y,,,,,TB,,60,,,88,74,59,37,27.5,20.5,17,13.5,7.5,,,,,,,,,,,,19,14.9,13.6,9.1,6.2,4.5,4.3,3.6,2.8,2.3,2.1,1.9,1.7,1.5,1.4,1.4,1.2,1.1,1,1,,,,,,,,,,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
335,NEU GOLM,DE,52.19,14.05,50,,1,E,PARABOLIC,2.5,CASSEGRAIN,NO,12.8,,,,,,6,LOUTCH,346,BCN,1987/01/01,1989/12/01,1095,11.5,C,45,24.7,Y,,,,,TB,,60,,,85.9,71.7,62,49.7,33.5,23,18.8,15.1,11.2,6.8,,,,,,,,,,,15.8,12.8,9.3,7,5.7,4.4,3.9,3.3,2.8,2.4,2.2,2,1.8,,,,,,,,2E-3,1E-1,1E-2,1E+0,,,,,,I08. classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). C. Riva & L. Castanet. October 2005
336,MIEDZESZYN,PL,52.5,21.18,80,,,E,,,,,,,,,,,1,LOUTCH,346,BCN,1987/01/01,1987/12/01,365,11.5,L,0,23,Y,,,,,,,,,,51,42,35.6,29,21.1,14.6,11.7,8.7,5.9,4,3.1,2.3,,,,,,,,,10,7.6,6.6,5.7,4.1,2.9,2.5,2,1.2,0.7,,,,,,,,,,,2E-3,2E-1,5E-3,2E+0,SE,,,,,I08
336,MIEDZESZYN,PL,52.5,21.18,80,,,E,,,,,,,,,,,2,LOUTCH,346,BCN,1988/01/01,1988/12/01,365,11.5,L,0,23,Y,,,,,,,,,,68,53.8,45,35,23,15.9,12.4,8.9,6,4,3.2,2.3,,,,,,,,,12,8.2,6.6,4.8,3.3,2.2,1.8,1.3,0.8,,,,,,,,,,,,1E-3,1E-1,1E-3,1E-1,SE,,,,,I08
336,MIEDZESZYN,PL,52.5,21.18,80,,,E,,,,,,,,,,,3,LOUTCH,346,BCN,1989/01/01,1989/12/01,365,11.5,L,0,23,Y,,,,,,,,,,86.4,67.9,61.7,47.2,34.1,23.4,15.3,10.5,6.8,4.3,3.2,2.2,,,,,,,,,,,19.3,12.4,7.9,4.8,3.6,2.6,1.7,1.1,0.8,0.5,,,,,,,,,2E-2,5E-1,3E-3,5E-1,SE,,,,,I08
336,MIEDZESZYN,PL,52.5,21.18,80,,,E,,,,,,,,,,,4,LOUTCH,346,BCN,1987/01/01,1989/12/01,1095,11.5,L,0,23,Y,,,,,,,,,,64.6,50.1,42.6,32.9,22.3,14,10.8,7.9,5.3,3.4,2.6,,,,,,,,,,19.3,12.4,10.2,7.6,5,3.3,2.6,2,1.3,0.8,0.5,,,,,,,,,,,,,,ME,,,,,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
336,MIEDZESZYN,PL,52.25,21,110,,,,,,,,,,,,,1,5,OLYMPUS,341,BCN,1992/01/01,1992/12/31,366,12.5,L,-26.2,20.52,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,12.5,8.7,5.5,3.2,2.5,1.8,1.4,,,,,,,,,,,,,,2E-3,1E-1,0E,,,,,Edited by C.Riva February 2004 digitally scanning the figure page 36 of OPEX Reference Book Vol. 1. Polarization tilt angle calculated by C.Riva and L.Castanet 31.08.2005
340,GOONHILLY,UK,50.05,354.83,107,2,1,F,OFFSET-FED,1.4,FRONT-FED,N,19,27.4,,-30,16,1,1,INTELSAT 507,66,BCN,1987/11/01,1988/10/31,346,11.198,C,45,3.27,Y,290,0.5,14,0.041,DROP CONT.,2.6,47,18 M NE,E,56,49,42,34,27,21,18,14,11,6,4,2,1,,,,,,,,,,,,,13.2,12.1,10.8,9.2,7.8,7,6.1,5.5,4.1,3.6,3,2.3,,,,1E-1,1E+0,1E+0,1E+1,,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). very low elevation. multipath?. C.Riva L.Castanet (Oct. 2005)
340,GOONHILLY,UK,50.05,354.83,107,2,1,F,OFFSET-FED,1.4,FRONT-FED,N,19,27.4,,-30,16,1,2,INTELSAT 507,66,BCN,1988/11/01,1989/10/31,357,11.198,C,45,3.27,Y,290,0.5,14,0.041,DROP CONT.,2.6,47,18 M NE,E,63,52,47,40,30,19,16,13,9,5,4,2,1,,,,,,,,,,,,,15.5,13.7,12,10.1,8.5,7.7,6.8,5.7,4.6,4.2,3.6,2.8,,,,2E-2,1E+0,2E-2,1E+1,,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). very low elevation. multipath?. C.Riva L.Castanet (Oct. 2005)
340,GOONHILLY,UK,50.05,354.83,107,2,1,F,OFFSET-FED,1.4,FRONT-FED,N,19,27.4,,-30,16,1,3,INTELSAT 507,66,BCN,1989/11/01,1990/10/31,340,11.198,C,45,3.27,Y,290,0.5,14,0.041,DROP CONT.,2.6,47,18 M NE,E,60,51,45,37,30,21,18,15,12,8,5,3,1,,,,,,,,,,,,15.5,13.7,12.7,11.3,9.7,8,7.7,6.3,5.2,4.2,3.7,3.2,2.5,,,,2E-1,1E+0,3E-1,1E+1,,,,,,classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). very low elevation. multipath?. C.Riva L.Castanet (Oct. 2005)
341,BACKWELL,UK,51.3,357.2,60,2.5,1,F,FRONT FED,,HORN,N,,,,,,,1,,,RDM,1968/06/01,1970/07/31,684,3.95,L,90,5,,275,,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,1.7,1.5,1.3,1.2,1,0.9,0.8,0.7,0.6,0.5,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.2,,,,,,,,,,
341,BACKWELL,UK,51.3,357.2,60,2.5,1,F,FRONT FED,,HORN,N,,,,,,,2,,,RDM,1969/01/01,1970/12/31,668,11.75,L,90,5,,275,,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12.3,10.3,9.3,8,6.2,4.6,3.9,3.3,2.6,2.1,1.8,1.5,1.2,1,0.9,0.7,,,,,,,,,,
341,BACKWELL,UK,51.3,357.2,60,2.5,1,F,FRONT FED,,HORN,N,,,,,,,3,,,RDM,1969/04/01,1971/03/31,675,17,L,90,5,,275,,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,12.4,11.1,9.5,8,7.2,6.1,4.8,3.7,3.2,2.7,2.1,1.7,1.4,1.1,,,,,,,,,,
341,BACKWELL,UK,51.3,357.2,60,2.5,1,F,FRONT FED,,HORN,N,,,,,,,4,,,RDM,1970/02/01,1970/07/31,138,17,L,90,5,,275,,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,11.6,9.2,7.2,6.3,5.2,4.1,3.3,2.9,2.5,2.1,1.7,1.5,1.1,,,,,,,,,,
341,BACKWELL,UK,51.3,357.2,60,2.5,1,F,FRONT FED,,HORN,N,,,,,,,5,,,RDM,1970/02/01,1970/07/31,138,17,L,90,5,,2.5,,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,12.7,9.8,7.6,6.6,5.5,4.2,3.4,2.9,2.5,2.1,1.7,1.5,1.1,,,,,,,,,,
341,BACKWELL,UK,51.3,357.2,60,2.5,1,F,FRONT FED,,HORN,N,,,,,,,6,,,RDM,1970/03/01,1970/12/31,292,11.75,L,90,20,,275,,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,4.9,4.6,4.4,4.1,3.1,2.4,2.2,2,1.7,1.4,1.2,1.1,0.8,0.6,0.5,0.3,0.2,0.1,,,,,,,,,,,,
341,BACKWELL,UK,51.3,357.2,60,2.5,1,F,FRONT FED,,HORN,N,,,,,,,7,,,RDM,1970/05/01,1971/03/31,304,17,L,90,20,,275,,7,0.1,,,,,T,,,,,,,,,0,,,,,,,,,,,,9.2,8.5,8.1,7.6,6.7,5.3,4.2,3.6,3.1,2.5,2.2,1.9,1.5,1.1,0.9,0.7,0.5,0.3,0.3,0.2,,,,,,,,,,
342,MADLEY,UK,52.03,357.16,83,2,1,F,FRONT FED,1.83,HORN,N,,,,,,1,1,,,RDM,1978/10/09,1979/10/08,344,12.1,L,45,6,,275,10,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,10.9,10.1,9.5,8.6,7.7,6.9,5.9,5.2,4.4,4,3.5,2.9,2.4,2.1,1.8,1.4,1.1,0.9,0.8,,,,,,,,,,
342,MADLEY,UK,52.03,357.16,83,2,1,F,FRONT FED,1.83,HORN,N,,,,,,1,2,,,RDM,1979/10/08,1980/10/08,359,12.1,L,45,6,,275,10,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,7,6.1,6,5.2,4.9,4.1,3.7,2.9,2.5,2,1.6,1.3,0.9,0.6,0.5,0.4,,,,,,,,,,
342,MADLEY,UK,52.03,357.16,83,2,1,F,FRONT FED,1.83,HORN,N,,,,,,1,3,,,RDM,1980/10/15,1981/10/14,365,12.1,L,45,6,,275,10,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,6.8,6.2,5.7,5.2,4.1,3.4,2.8,2.6,2.4,2.1,1.7,1.5,1.3,0.9,0.8,0.6,0.5,,,,,,,,,,
342,MADLEY,UK,52.03,357.16,83,2,1,F,FRONT FED,1.83,HORN,N,,,,,,1,4,,,RDM,1978/10/09,1981/10/14,1028,12.1,L,45,6,,275,10,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,7.8,6.6,5.9,5.2,4.4,3.8,3.4,3,2.5,2,1.8,1.5,1.2,0.9,0.8,0.6,,,,,,,,,,
343,GOONHILLY#2,UK,50.05,354.83,125,2,1,F,FRONT FED,1.83,HORN,N,,,,,,1,1,,,RDM,1987/11/01,1988/10/31,346,11.2,C,45,3.3,,290,10,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,12,11.4,11.2,11,10.1,9.4,8.9,8.5,7.6,6.7,6.2,5.6,4.9,4.1,3.6,3.1,2.5,1.9,1.7,1.4,,,,,,,,,,
343,GOONHILLY#2,UK,50.05,354.83,125,2,1,F,FRONT FED,1.83,HORN,N,,,,,,1,2,,,RDM,1988/11/01,1989/10/31,357,11.2,C,45,3.3,,289,10,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,12.5,12,11.3,10.3,9.4,8.7,7.8,6.9,5.9,5.4,4.7,3.9,3.2,2.9,2.4,2,1.7,1.5,1.4,,,,,,,,,,
343,GOONHILLY#2,UK,50.05,354.83,125,2,1,F,FRONT FED,1.83,HORN,N,,,,,,1,3,,,RDM,1989/11/01,1990/10/31,340,11.2,C,45,3.3,,278,10,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,12.9,12.9,12.6,12.1,10.8,10.1,9.8,9,8,6.8,6,5.3,4.1,3.2,2.8,2.4,1.9,1.6,1.4,1.2,,,,,,,,,,
343,GOONHILLY#2,UK,50.05,354.83,125,2,1,F,FRONT FED,1.83,HORN,N,,,,,,1,4,,,RDM,1987/11/01,1990/10/31,1043,11.2,C,45,3.3,,290,10,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,12,11.6,11.2,10.6,9.8,9.1,8.7,8.1,7.3,6.3,5.8,5.1,4.3,3.5,3.1,2.7,2.1,1.7,1.5,1.4,,,,,,,,,,
344,LONDON,UK,51.5,0.06,3,2,1,E,FRONT FED,1.83,HORN,N,,,,,,1,1,,,RDM,1987/04/01,1988/03/31,366,12.1,L,45,13.5,,275,10,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,12,10.5,9.7,8.7,6.6,5.3,4.6,4.1,3.5,2.7,2.4,2,1.6,1.3,1.1,0.9,0.7,0.6,0.6,0.4,,,,,,,,,,
344,LONDON,UK,51.5,0.06,3,2,1,E,FRONT FED,1.83,HORN,N,,,,,,1,2,,,RDM,1988/04/01,1989/03/31,362,12.1,L,45,13.5,,275,10,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,10.4,8.4,7.6,6.2,5.1,3.9,3.4,3,2.3,1.9,1.7,1.5,1.2,1,0.8,0.8,0.6,0.5,0.5,0.4,,,,,,,,,,
344,LONDON,UK,51.5,0.06,3,2,1,E,FRONT FED,1.83,HORN,N,,,,,,1,3,,,RDM,1987/04/01,1989/03/31,728,12.1,L,45,13.5,,275,10,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,10.7,9.9,9.2,7.7,5.9,4.8,4.2,3.6,3,2.4,2.1,1.8,1.5,1.1,1,0.8,0.7,0.6,0.5,0.4,,,,,,,,,,
344,LONDON,UK,51.5,0.06,3,2,1,E,FRONT FED,1.83,HORN,N,,,,,,1,4,,,RDM,1987/04/01,1988/03/31,366,12.1,L,45,29.8,,275,10,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,6.9,6.3,5.8,5.2,3.8,3.1,2.8,2.4,1.9,1.5,1.3,1.2,0.9,0.8,0.7,0.6,0.4,0.4,0.4,0.2,,,,,,,,,,
344,LONDON,UK,51.5,0.06,3,2,1,E,FRONT FED,1.83,HORN,N,,,,,,1,5,,,RDM,1988/04/01,1989/03/31,351,12.1,L,45,29.8,,275,10,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,6.6,5.1,4.4,3.9,3.2,2.4,2.1,1.8,1.5,1.2,1.1,0.9,0.8,0.6,0.5,0.5,0.5,0.4,0.4,0.4,,,,,,,,,,
344,LONDON,UK,51.5,0.06,3,2,1,E,FRONT FED,1.83,HORN,N,,,,,,1,6,,,RDM,1987/04/01,1989/03/31,717,12.1,L,45,29.8,,275,10,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,6.9,6,5.3,4.4,3.5,3,2.5,2.1,1.7,1.4,1.2,1,0.9,0.7,0.6,0.5,0.5,0.4,0.4,0.3,,,,,,,,,,
345,MARTLESHAM#2,UK,52.06,1.29,20,6,0.21,E,OFF-SET C.,6.1,HORN,N,,,,,,1,1,,,RDM,1973/07/01,1974/03/31,161,17,L,90,5,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,11,10,9,8.5,7.9,6.9,6,5.4,4.7,4,3,2.8,2.2,2,1.6,1.4,1.2,,,,,,,,,,
346,MARTLESHAM#3,UK,52.06,1.29,20,2.5,1.8,E,FRONT-FED,0.6,HORN,N,,,,,,1,1,,,RDM,1975/08/01,1976/07/31,254,20,L,66.4,22.7,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,8.5,7.5,6.2,4.8,4,3.5,2.9,2.5,2.3,2,1.7,1.5,1.4,1.1,,,,,,,,,,
346,MARTLESHAM#3,UK,52.06,1.29,20,2.5,1.8,E,FRONT-FED,0.6,HORN,N,,,,,,1,2,,,RDM,1978/10/01,1979/09/30,330,20,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,12.1,10.7,8.9,7.1,5.3,4.7,4.3,3.8,3.3,3.1,2.8,2.3,2,1.8,1.6,1.4,1.1,0.9,0.6,,,,,,,,,,
346,MARTLESHAM#3,UK,52.06,1.29,20,2.5,1.8,E,FRONT-FED,0.6,HORN,N,,,,,,1,3,,,RDM,1979/10/01,1980/09/30,300,20,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,12.4,10.1,8,6.9,5.2,3.9,3.2,2.8,2.4,2,1.6,1.4,1.3,1.1,0.9,0.8,0.7,,,,,,,,,,
346,MARTLESHAM#3,UK,52.06,1.29,20,2.5,1.8,E,FRONT-FED,0.6,HORN,N,,,,,,1,4,,,RDM,1980/10/01,1981/09/30,343,20,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,12.4,10.4,9,7.8,6.7,5.4,4.1,3.4,3.1,2.7,2.3,1.9,1.7,1.4,1.2,1,0.8,0.7,,,,,,,,,,
346,MARTLESHAM#3,UK,52.06,1.29,20,2.5,1.8,E,FRONT-FED,0.6,HORN,N,,,,,,1,5,,,RDM,1978/10/01,1981/09/30,973,20,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,12.5,10.8,8.8,7.2,6.1,4.8,3.9,3.3,3,2.6,2.2,1.8,1.6,1.4,1.2,0.9,0.8,0.6,,,,,,,,,,
346,MARTLESHAM#3,UK,52.06,1.29,20,2.5,1.8,E,FRONT-FED,0.6,HORN,N,,,,,,1,6,,,RDM,1978/06/01,1981/12/31,1245,20,L,78.2,29.9,0,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,12.9,10.7,8.7,6.8,5.7,,,,,,,,,,,,,,,,,,,,,,,
346,MARTLESHAM#3,UK,52.06,1.29,20,2.5,1.8,E,FRONT-FED,0.6,HORN,N,,,,,,1,7,,,RDM,1989/11/01,1990/10/31,365,19.8,L,74.7,27.5,,274,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,12,10.4,7.8,5.9,4.9,4.2,3.5,2.8,2.4,2,1.6,1.2,1,0.9,0.7,0.6,0.6,0.5,,,,,,,,,,
346,MARTLESHAM#3,UK,52.06,1.29,20,2.5,1.8,E,FRONT-FED,0.6,HORN,N,,,,,,1,8,,,RDM,1990/11/01,1991/11/30,395,19.8,L,74.7,27.5,,274,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,7.4,4.6,3.2,2.6,2.1,1.8,1.4,1.2,1,0.9,0.6,0.6,0.5,,,,,,,,,,
346,MARTLESHAM#3,UK,52.06,1.29,20,2.5,1.8,E,FRONT-FED,0.6,HORN,N,,,,,,1,9,,,RDM,1989/11/01,1991/11/30,760,19.8,L,74.7,27.5,,274,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,7.5,5.6,4,2.9,2.5,2.1,1.7,1.3,1.1,1,0.7,0.6,0.6,0.5,,,,,,,,,,
347,MARTLESHAM#4,UK,52.06,1.29,20,2.5,1.2,E,FRONT FED,0.6,HORN,N,,,,,,1,1,,,RDM,1975/08/01,1976/07/31,274,30,L,66.4,22.7,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,9.4,7,5.8,4.5,3.4,2.8,2.4,2.1,1.7,1.4,1.3,1.1,,,,,,,,,,
347,MARTLESHAM#4,UK,52.06,1.29,20,2.5,1.2,E,FRONT FED,0.6,HORN,N,,,,,,1,2,,,RDM,1978/10/01,1979/09/30,328,30,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,12.6,9.3,7.9,6.7,5.3,4.3,3.9,3.3,2.7,2.2,2,1.7,1.4,1,0.9,0.7,,,,,,,,,,
347,MARTLESHAM#4,UK,52.06,1.29,20,2.5,1.2,E,FRONT FED,0.6,HORN,N,,,,,,1,3,,,RDM,1979/10/01,1980/09/30,300,30,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,9.5,7,5.4,4.7,3.9,3,2.3,2,1.7,1.3,1,0.9,0.7,,,,,,,,,,
347,MARTLESHAM#4,UK,52.06,1.29,20,2.5,1.2,E,FRONT FED,0.6,HORN,N,,,,,,1,4,,,RDM,1980/10/01,1981/09/30,341,30,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,8.9,6.3,4.8,4.2,3.5,2.8,2.2,1.8,1.5,1.1,0.7,0.6,0.3,,,,,,,,,,
347,MARTLESHAM#4,UK,52.06,1.29,20,2.5,1.2,E,FRONT FED,0.6,HORN,N,,,,,,1,5,,,RDM,1978/10/01,1981/09/30,969,30,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,8.4,6.2,4.8,4.2,3.6,2.8,2.2,2,1.7,1.3,1,0.8,0.5,,,,,,,,,,
347,MARTLESHAM#4,UK,52.06,1.29,20,2.5,1.2,E,FRONT FED,0.6,HORN,N,,,,,,1,6,,,RDM,1978/06/01,1981/12/31,1245,30,L,78.2,29.9,,275,0.5,7,0.1,,,,,T,,,,,,0,,,,,,,,,,,,,,,,,,,,12.6,10.2,7.8,,,,,,,,,,,,,,,,,,,,,,
