ATT001,ATT002,ATT003,ATT005,ATT01,ATT02,ATT03,ATT05,ATT_1,ATT_2,ATT_3,ATT_5,ATT1,ATT2,ATT3,ATT5,ATT10,ATT20,ATT30,ATT50,,R_LATITUDE,R_LONGITUD,R_RAINHEIGHT,R_ALTITUDE,R_RAINHEIGHT2,R_HEIGHT,R_ANT_BEAM,ANTEN_DIAM,FIG_MERIT,XPD_0,OFF_AXIS,RELAT_LEV,RANGE_REC,INT_TIME,EXP_NO,DURATION,FREQUENCY,POLAR,ELEVATION,T_MED,DATA_SAMP,CALIB_INT,DAT_RES,RAIN_RES,FLAG1,FLAG2,FLAG3,FLAG4,RAIN_TIME,RR_001,RR_002,RR_003,RR_005,RR_01,RR_02,RR_03,RR_05,RR_1,RR_2,RR_3,RR_5,RR1,RR2,RR3,RR5,RR10,RR20,RR30,RR50,A_001,A_002,A_003,A_005,A_01,A_02,A_03,A_05,A_1,A_2,A_3,A_5,A1,A2,A3,A5,A10,A20,A30,A50,FLAG5
17.07230199,14.25842787,12.7278972,11.03257089,7.802122762,2.802407022,1.857317608,1.220332696,0.691935532,0.27169497,0.131006055,0.055508851,0,0,0,0,0,0,0,0,,32.54,253.39,4.744,1463,3.281,0,0,0,0,0,0,0,0,0,7,365,27.5,81,51.5,0,0,0,0,0,0.01,0.50,0.02,0.30,0,116.04,95.9,85.04,73.1,50.66,17.14,11.09,7.11,3.9,1.45,0.67,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26,8.99,4.9,2.37,1.23,0.8,0.71,0.62,0.53,0.49,0.34,0,0,0,0,N
11.71439682,10.57713434,9.331903185,7.970809262,5.55936316,3.526475768,2.610461472,1.534363316,0.871709394,0.402851397,0.123603973,0,0,0,0,0,0,0,0,0,,32.54,253.39,4.744,1463,3.281,0,0,0,0,0,0,0,0,0,8,366,27.5,81,51.5,0,0,0,0,0,0.02,0.10,0.03,0.30,0,77.89,69.91,61.23,51.82,35.39,21.86,15.9,9.06,4.98,2.2,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.63,11.63,5.84,3.58,2.68,1.91,1.36,0.66,0.48,0.32,0,0,0,0,N
16.4349545,14.22471146,12.1062061,9.776244607,7.038851354,5.172668709,3.91697029,2.166031469,1.054234491,0.55701228,0.364680453,0.140224572,0,0,0,0,0,0,0,0,,32.54,253.39,4.744,1463,3.281,0,0,0,0,0,0,0,0,0,9,365,27.5,81,51.5,0,0,0,0,0,0.02,0.50,0.02,0.30,0,111.46,95.66,80.65,64.32,45.43,32.79,24.43,13.05,6.09,3.1,1.98,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,20.39,14.91,10.03,5.65,3.11,2.28,2,1.76,0.95,0.64,0.41,0,0,0,0,N
11.20645798,9.088361348,7.684206884,6.625313615,5.254606283,3.954831252,3.29434383,2.005720279,1.036234287,0.575668454,0.315755064,0.088053605,0,0,0,0,0,0,0,0,,32.54,253.39,4.744,1463,3.281,0,0,0,0,0,0,0,0,0,10,365,27.5,81,51.5,0,0,0,0,0,0.03,0.50,0.01,0.30,0,74.32,59.54,49.85,42.61,33.34,24.68,20.34,12.03,5.98,3.21,1.7,0.44,0,0,0,0,0,0,0,0,0,0,0,0,21.95,15.15,12.58,9.18,5.4,3.16,2.32,1.97,1.68,0.77,0.49,0.28,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35.21,262.56,4.1447,420,3.7247,0,0,0,0,0,0,0,0,0,1,365,20.2,86,49.1,0,0,0,0,0,0.00,0.00,0.02,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.19,14.23,10.35,5.45,2.94,2.13,1.33,0.74,0,0,0,0,0,0,0,N
11.72730278,9.93952892,9.049931363,8.045385144,6.851254119,5.221059614,4.287087722,3.167140135,1.959160176,0.791693714,0.461404398,0.26725777,0.072606362,0,0,0,0,0,0,0,,35.21,262.56,4.1447,420,3.7247,0,0,0,0,0,0,0,0,0,2,365,20.2,86,49.1,0,0,0,0,0,0.03,1.00,0.03,1.00,0,119.32,101.18,92.15,81.95,69.82,53.25,43.75,32.35,20.04,8.12,4.74,2.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,14.83,9.4,4.99,3.39,2.25,1.13,0.99,0.87,0.56,0,0,0,0,N
12.43318201,11.00085258,10.24005673,8.700270236,6.544203645,5.288916018,4.560340005,3.43033318,1.748378491,0.576651276,0.283829971,0.087175061,0,0,0,0,0,0,0,0,,35.21,262.56,4.1447,420,3.7247,0,0,0,0,0,0,0,0,0,3,366,20.2,86,49.1,0,0,0,0,0,0.05,0.50,0.05,1.00,0,126.48,111.95,104.23,88.6,66.7,53.94,46.53,35.03,17.89,5.92,2.92,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.57,10,5.21,3.7,2.56,1.42,1.12,0.88,0.52,0,0,0,0,N
11.7026584,9.411454284,8.827325444,8.142869567,7.299109016,5.81513453,4.662576568,3.425422297,1.871897734,0.656779525,0.420404024,0.233148391,0.093976351,0,0,0,0,0,0,0,,35.21,262.56,4.1447,420,3.7247,0,0,0,0,0,0,0,0,0,4,365,20.2,86,49.1,0,0,0,0,0,0.03,1.00,0.03,1.00,0,119.07,95.82,89.89,82.94,74.37,59.29,47.57,34.98,19.15,6.74,4.32,2.4,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,21.21,14.06,7.55,3.97,2.95,2.06,1.35,1.16,1,0.55,0,0,0,0,N
11.62675468,9.759225165,8.805656727,7.736215588,6.247035355,4.634067618,3.820321726,2.847075773,1.430881736,0.789737916,0.558089545,0.3423421,0.093004646,0,0,0,0,0,0,0,,35.21,262.56,4.1447,420,3.7247,0,0,0,0,0,0,0,0,0,5,365,20.2,86,49.1,0,0,0,0,0,0.02,1.00,0.02,1.00,0,118.3,99.35,89.67,78.81,63.68,47.28,39,29.09,14.65,8.1,5.73,3.52,0.96,0,0,0,0,0,0,0,0,0,0,0,0,21.41,17.35,12.46,7.16,4.22,3.32,2.47,1.83,1.46,1.16,0.63,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35.21,262.56,4.1447,420,3.7247,0,0,0,0,0,0,0,0,0,6,365,27.5,86,49.1,0,0,0,0,0,0.00,0.00,0.05,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.15,11.01,6.16,4.6,3.1,1.76,1.57,1.4,0.87,0,0,0,0,N
17.40888573,14.90010478,13.64201259,12.21247688,10.49919585,8.13070021,6.754556414,5.080225328,3.233176429,1.378487412,0.82947336,0.496231701,0.145619425,0,0,0,0,0,0,0,,35.21,262.56,4.1447,420,3.7247,0,0,0,0,0,0,0,0,0,7,365,27.5,86,49.1,0,0,0,0,0,0.03,1.00,0.10,1.00,0,119.32,101.18,92.15,81.95,69.82,53.25,43.75,32.35,20.04,8.12,4.74,2.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.96,10.31,7.08,4.84,2.56,2.12,1.41,0.82,0,0,0,0,N
18.39301897,16.39240138,15.32358428,13.14554327,10.05590439,8.230081053,7.158857737,5.476466778,2.904826544,1.023066718,0.525129355,0.172956686,0,0,0,0,0,0,0,0,,35.21,262.56,4.1447,420,3.7247,0,0,0,0,0,0,0,0,0,8,366,27.5,86,49.1,0,0,0,0,0,0.05,0.50,0.10,1.00,0,126.48,111.95,104.23,88.6,66.7,53.94,46.53,35.03,17.89,5.92,2.92,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.13,9.91,6.99,5.13,3.01,2.32,1.44,0.78,0,0,0,0,N
17.37446449,14.15413207,13.32607783,12.35164696,11.14367685,8.998282071,7.309753014,5.469090267,3.097508625,1.15628938,0.759939694,0.436410857,0.185623522,0,0,0,0,0,0,0,,35.21,262.56,4.1447,420,3.7247,0,0,0,0,0,0,0,0,0,9,365,27.5,86,49.1,0,0,0,0,0,0.03,1.00,0.10,1.00,0,119.07,95.82,89.89,82.94,74.37,59.29,47.57,34.98,19.15,6.74,4.32,2.4,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.89,8.2,6.05,4.22,2.53,2.04,1.65,0.86,0,0,0,0,N
17.26842142,14.64567284,13.29529938,11.77043564,9.625706501,7.267695318,6.060338047,4.59571035,2.405684103,1.375283282,0.992054261,0.626399468,0.183817217,0,0,0,0,0,0,0,,35.21,262.56,4.1447,420,3.7247,0,0,0,0,0,0,0,0,0,10,365,27.5,86,49.1,0,0,0,0,0,0.03,1.00,0.10,1.00,0,118.3,99.35,89.67,78.81,63.68,47.28,39,29.09,14.65,8.1,5.73,3.52,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,8.7,6.5,4.6,3.05,2.86,1.82,0.92,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45.34,284.1,3.5844,81,3.5034,2,0.43,2.4,20,0,0,0,35,1,1,365,20.185,68,32.2,0,1,0,0,0,0.00,0.00,0.00,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.46,23.41,21.64,18.86,15.06,11.09,9.37,7.57,5.51,3.73,2.91,2.12,1.28,0.71,0.37,0.18,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45.34,284.1,3.5844,81,3.5034,2,0.43,2.4,20,0,0,0,35,1,2,365,20.185,68,32.2,0,1,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,17.16,16.31,14.93,12.39,9.64,8,6.44,5.52,4.78,4.19,3.18,1.56,0.19,0.17,0.15,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45.34,284.1,3.5844,81,3.5034,2,0.43,2.4,20,0,0,0,35,1,3,365,20.185,68,32.2,0,1,0,0,0,0.00,0.00,0.01,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.43,27.45,25.69,23.76,19.6,15.82,13.51,10.75,7.41,4.89,3.71,2.57,1.63,0.96,0.39,0.17,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45.34,284.1,3.5844,81,3.5034,2,0.43,2.4,20,0,0,0,35,1,4,365,20.185,64,30.29,0,1,0,0,0,0.00,0.00,0.01,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.41,20.75,19.36,17.67,14.34,11.31,9.7,7.54,5.63,3.99,3.12,2.32,1.5,0.9,0.57,0.2,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45.34,284.1,3.5844,81,3.5034,2,0.43,2.4,20,0,0,0,35,1,5,365,20.185,64,30.29,0,1,0,0,0,0.00,0.00,0.01,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.98,29.44,27.84,26.02,21.75,16.05,12.42,8.93,6.24,4.66,3.92,3.22,2.4,1.72,1.37,0.93,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45.34,284.1,3.5844,81,3.5034,2,0.32,2.4,20,0,0,0,35,1,6,365,27.505,68,32.2,0,1,0,0,0,0.00,0.00,0.01,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.09,33.97,29.71,22.6,17.66,15.24,12.03,8.61,5.89,4.62,3.38,2.08,1.2,0.71,0.19,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45.34,284.1,3.5844,81,3.5034,2,0.32,2.4,20,0,0,0,35,1,7,365,27.505,68,32.2,0,1,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.88,28.12,26.86,24.66,20.56,16.01,13.52,10.78,8.32,6.77,5.95,4.63,2.36,0.19,0.17,0.15,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45.34,284.1,3.5844,81,3.5034,2,0.32,2.4,20,0,0,0,35,1,8,365,27.505,68,32.2,0,1,0,0,0,0.00,0.00,0.01,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.58,36.52,29.8,24.05,20.26,16.75,11.95,8.31,6.43,4.5,2.77,1.6,0.93,0.18,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45.34,284.1,3.5844,81,3.5034,2,0.32,2.4,20,0,0,0,35,1,9,365,27.505,64,30.29,0,1,0,0,0,0.00,0.00,0.10,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.11,26.88,25.22,22.79,19,15.78,14.32,12.45,10.13,7.26,5.49,3.9,2.47,1.44,0.91,0.2,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45.34,284.1,3.5844,81,3.5034,2,0.32,2.4,20,0,0,0,35,1,10,365,27.505,64,30.29,0,1,0,0,0,0.00,0.00,0.01,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2,25.8,20.85,15.54,11.01,7.95,6.8,5.58,4.06,2.85,2.24,1.49,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45.348,284.111,3.5835,81,3.5025,2,0.43,2.4,24.71,0,0,0,45,1,11,362.74,20.199,60.4,27.32,0,0,0,0,0,0.00,0.00,0.01,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.49,36.67,25.8,16.75,12.7,9.53,6.82,4.37,3.45,2.48,1.55,1.01,0.77,0.52,0,0,0,0,0E
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45.348,284.111,3.5835,81,3.5025,2,0.43,2.4,24.71,0,0,0,45,1,12,365.84,20.199,60.4,27.32,0,0,0,0,0,0.00,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.19,33.74,27.93,21.35,17,11.6,6.98,4.14,3.25,2.5,1.6,0.98,0.71,0.43,0,0,0,0,0E
9.242477404,8.316466053,7.896573279,6.525852124,5.091103982,3.87559418,3.065032626,2.024233592,1.139456358,0.660257328,0.509578462,0.363949848,0.200022003,0.086149048,0.05023418,0.005750072,0,0,0,0,,45.348,284.111,3.5835,81,3.5025,2,0.43,2.4,24.71,0,0,0,45,1,13,365,20.199,60.4,27.32,0,1,0,0.01,0,0.01,5.00,0.01,5.00,60,93.85,84.48,80.23,66.35,51.81,39.48,31.25,20.67,11.66,6.77,5.23,3.74,2.06,0.89,0.52,0.06,0,0,0,0,0,0,44.82,41.55,32.6,23.25,17.9,11,6.68,4.37,3.5,2.65,1.72,1.12,0.87,0.59,0,0,0,0,0E
10.91152603,9.271142957,8.390573015,6.463660069,4.737072834,3.236343142,2.496232419,1.633173903,1.085514116,0.703333205,0.539898068,0.390325071,0.238043076,0.12795831,0.074493471,0.015389336,0,0,0,0,,45.348,284.111,3.5835,81,3.5025,2,0.43,2.4,24.71,0,0,0,45,1,14,365,20.199,60.4,27.32,0,1,0,0.01,0,0.01,5.00,0.01,5.00,60,110.73,94.14,85.23,65.72,48.22,32.99,25.47,16.69,11.11,7.21,5.54,4.01,2.45,1.32,0.77,0.16,0,0,0,0,0,0,0,37.23,30.12,21.73,16.89,11.57,7.4,4.91,3.98,3.08,2.13,1.32,0.97,0.64,0,0,0,0,0E
11.9996941,8.810557492,8.291764272,7.468861433,5.867521373,4.278655172,3.184158724,1.906294036,1.042367421,0.643617116,0.485131999,0.33855815,0.192225953,0.091979074,0.04829508,0,0,0,0,0,,45.348,284.111,3.5835,81,3.5025,2,0.43,2.4,24.71,0,0,0,45,2,15,365,20.199,60.4,27.32,0,1,0,0.01,0.2,0.01,3.00,0.02,5.00,60,121.73,89.48,84.23,75.9,59.68,43.57,32.46,19.47,10.67,6.6,4.98,3.48,1.98,0.95,0.5,0,0,0,0,0,0,0,41.23,37.62,31.99,24.66,20.12,13.67,7.57,4.58,3.44,2.41,1.53,0.98,0.76,0.55,0,0,0,0,0E
9.426337981,7.819519427,6.41035435,5.190722722,3.686434605,2.685128168,2.095992663,1.418135789,0.781677555,0.458734934,0.364926585,0.271208144,0.161053935,0.076435626,0.042479551,0,0,0,0,0,,45.348,284.111,3.5835,81,3.5025,2,0.43,2.4,24.71,0,0,0,45,3,16,366,20.199,60.4,27.32,0,1,0,0.01,0.2,0.00,3.00,0.01,5.00,60,95.71,79.45,65.18,52.82,37.56,27.39,21.4,14.5,8.01,4.71,3.75,2.79,1.66,0.79,0.44,0,0,0,0,0,0,0,0,34.27,24.83,16.88,13.89,9.64,5.73,3.41,2.66,1.99,1.3,0.86,0.62,0.36,0,0,0,0,0E
9.846498788,8.65638971,7.867924727,6.550532118,4.998395971,3.533753707,2.678240461,1.752030731,1.020796529,0.622085089,0.474376983,0.340511114,0.19709835,0.093922723,0.053143346,0.002867664,0,0,0,0,,45.348,284.111,3.5835,81,3.5025,2,0.43,2.4,24.71,0,0,0,45,4,17,1461,20.199,60.4,27.32,0,1,0,0.01,0.2,0.00,5.00,0.00,5.00,60,99.96,87.92,79.94,66.6,50.87,36.01,27.32,17.9,10.45,6.38,4.87,3.5,2.03,0.97,0.55,0.03,0,0,0,0,0,0,45,38.88,30.42,22.07,16.98,11.54,6.91,4.38,3.45,2.58,1.67,1.06,0.8,0.54,0,0,0,0,0E
18.20859357,14.65713148,14.15585881,13.03484371,11.20006919,9.02637311,7.432886692,5.825371307,3.771558022,2.045265822,1.513924615,1.234169902,0.516299668,0.094786466,0.093808152,0.091852184,0.086966211,0,0,0,,17.9,267.12,4.9492,10,4.9392,1.5,0,2.4,25.2,0,0,0,31.1,-2,1,365,20.2,20.9,67.3,0,0.2,120,0.1,0,0.00,0.30,0.05,50.00,0,169.9,137.4,132.8,122.5,105.6,85.5,70.7,55.7,36.4,20,14.9,12.2,5.2,0.99,0.98,0.96,0.91,0,0,0,0,0,0,0,0,0,0,26.6,18.8,12.4,9.6,7.2,5,3.3,2.5,2,1.7,1.41,1.24,1.07,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9.1,280.7,4.8706,,4.8706,0,0,0,0,0,0,0,0,0,1,273,15.3,0,55,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5.8,4.2,2.8,1.6,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-3.1,299.7,4.8304,48,4.7824,0,0,0,0,0,0,0,0,0,1,151,11.7,0,55,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,7.2,5.2,3.5,2,0,0,0,0,0,0,0,N
9.366611179,7.944821868,7.147052907,6.300631777,5.606545578,4.80226132,4.134979274,3.428669322,2.535720126,1.552709849,0.992185542,0.490952269,0.151891788,0.042783794,0.022543795,0.018993858,0,0,0,0,,-3.15,299.7,4.8305,48,4.7825,0,0,1.2,0,0,0,0,0,16,2,349,12,90,83.05,285,2,1,0,1,0.00,0.00,0.00,0.00,1,176.95,153.37,139.9,125.39,113.3,99.04,86.97,73.91,56.87,37.14,25.17,13.66,4.93,1.64,0.94,0.81,0,0,0,0,0,0,0,0,0,0,0,12,8.43,5.35,3.58,1.87,0.94,0.44,0.26,0.13,0,0,0,0,N
7.901902311,6.669324085,6.372990465,5.822979,5.156134412,4.394355574,3.876094876,3.32793645,2.437935554,1.607216462,1.084392397,0.539246382,0.186051234,0.058744698,0.023651618,0.019805911,0,0,0,0,,-3.15,299.7,4.8305,48,4.7825,0,0,1.2,0,0,0,0,0,16,3,305,12,90,83.05,285,2,1,0,1,0.00,0.00,0.00,0.00,1,152.65,131.74,126.64,117.09,105.35,91.69,82.22,72.02,54.96,38.27,27.19,14.82,5.88,2.16,0.98,0.84,0,0,0,0,0,0,0,0,0,0,12.36,10.51,7.81,4.89,3.41,2.02,0.99,0.48,0.29,0.13,0,0,0,0,N
8.793742016,7.421785585,6.625052877,6.088243844,5.432027695,4.614090384,3.994636177,3.381185142,2.484972936,1.579208769,1.04135055,0.516274204,0.168678133,0.049761386,0.023096835,0.019264046,0,0,0,0,,-3.1,299.7,4.8304,48,4.7824,0,0,0,0,0,0,0,0,0,4,655,12,90,83.05,0,0,0,0,0,0.00,0.00,0.00,0.00,0,167.51,144.56,130.98,121.71,110.23,95.66,84.4,73.02,55.88,37.69,26.25,14.27,5.4,1.87,0.96,0.82,0,0,0,0,0,0,0,0,0,0,0,11.19,8.11,5.12,3.5,1.94,0.96,0.46,0.28,0.13,0,0,0,0,N
6.400226167,5.560561546,5.205633748,4.572655282,3.554013478,2.820444044,2.249759658,1.698451427,1.188437733,0.738502278,0.541511459,0.367476082,0.207686562,0.096634547,0.052115752,0.022940341,0,0,0,0,,-22.92,316.5,4.6808,30,4.6508,0,0,1.2,0,0,0,0,0,16,1,342,12,90,53.87,285,2,1,0,1,0.00,0.00,0.00,0.00,1,132.12,116.8,110.24,98.4,78.9,64.43,52.85,41.31,30.21,19.91,15.17,10.8,6.55,3.35,1.95,0.95,0,0,0,0,0,0,0,0,0,12.7,9.75,7.21,4.15,2.07,1.45,1,0.57,0.33,0.22,0.12,0,0,0,0,N
5.9122926,4.666629194,4.172954596,3.822508143,3.062450888,2.410257701,1.983190382,1.50610031,1.039275686,0.670339389,0.484466457,0.32279065,0.161000474,0.060737866,0.026836454,0.020477497,0,0,0,0,,-22.92,316.5,4.6808,30,4.6508,0,0,1.2,0,0,0,0,0,16,2,303,12,90,53.87,285,2,1,0,1,0.00,0.00,0.00,0.00,1,123.25,100.17,90.82,84.1,69.25,56.14,47.32,37.18,26.86,18.29,13.76,9.64,5.24,2.23,1.09,0.86,0,0,0,0,0,0,0,12.03,9.73,7.53,6.56,4.7,2.52,1.44,1.09,0.75,0.46,0.27,0.17,0.09,0,0,0,0,N
6.172992963,5.408714425,5.085111096,4.102249422,3.416597386,2.687470051,2.21869894,1.631528587,1.136062867,0.700112675,0.505816538,0.332360048,0.173328123,0.070146839,0.033677697,0.021021785,0,0,0,0,,-22.92,316.5,4.6808,30,4.6508,0,0,1.2,0,0,0,0,0,16,3,517.5,12,90,53.87,285,2,1,0,1,0.00,0.00,0.00,0.00,1,128,114,108,89.47,76.22,61.76,52.21,39.88,29.04,19,14.29,9.89,5.59,2.53,1.33,0.88,0,0,0,0,0,0,0,0,0,10.4,8.54,6.45,3.46,1.76,1.3,0.9,0.51,0.29,0.19,0.1,0,0,0,0,N
3.917563868,3.482145367,2.980838684,2.721757823,2.140317656,1.632462266,1.37966501,1.150805645,0.823305884,0.534999215,0.390470106,0.256831154,0.127121817,0.0518109,0.037166462,0.023216087,0,0,0,0,,-22.92,316.5,4.6808,30,4.6508,0,0,1.2,0,0,0,0,0,16,4,355,12,90,53.87,285,2,1,0,1,0.00,0.00,0.00,0.00,1,85.93,77.5,67.63,62.45,50.59,39.9,34.43,29.37,21.9,15.01,11.39,7.89,4.26,1.94,1.45,0.96,0,0,0,0,0,0,0,11.37,9.28,7.34,6.14,4.52,2.81,1.52,1.13,0.76,0.42,0.26,0.2,0.15,0,0,0,0,N
8.381745261,6.343875035,5.091558795,4.599177606,3.502660571,2.783011832,2.19592287,1.588651212,0.843067701,0.477642646,0.343118328,0.232097805,0.120334582,0.048774728,0.035126173,0.022665003,0,0,0,0,,-22.92,316.5,4.6808,30,4.6508,0,0,1.2,0,0,0,0,0,16,5,334,12,90,53.87,285,2,1,0,1,0.00,0.00,0.00,0.00,1,167.35,131.1,108.12,98.9,77.9,63.68,51.74,38.96,22.36,13.59,10.17,7.22,4.06,1.84,1.38,0.94,0,0,0,0,0,0,0,0,0,12.73,10.01,7.47,3.68,1.56,1.12,0.78,0.47,0.26,0.18,0.1,0,0,0,0,N
8.802294331,6.645074526,5.32249002,4.803267172,3.648911366,2.893068829,2.277778195,1.6429555,0.866804062,0.488522886,0.349864839,0.235809363,0.121520176,0.048846594,0.035071549,0.022538466,0,0,0,0,,-22.92,316.5,4.6808,30,4.6508,0,0,1.2,0,0,0,0,0,16,6,330,12,90,90,285,2,1,0,1,0.00,0.00,0.00,0.00,1,167.35,131.1,108.12,98.9,77.9,63.68,51.74,38.96,22.36,13.59,10.17,7.22,4.06,1.84,1.38,0.94,0,0,0,0,0,0,0,0,0,10.51,8.79,5.93,2.64,1.24,0.92,0.64,0.37,0.22,0.15,0.09,0,0,0,0,N
4.085356017,3.627342968,3.100682841,2.828811547,2.219574943,1.688687926,1.424970056,1.186608085,0.846300629,0.547758793,0.398622831,0.261182127,0.128439287,0.051916157,0.037128,0.023091591,0,0,0,0,,-22.92,316.5,4.6808,30,4.6508,0,0,1.2,0,0,0,0,0,16,7,341,12,90,90,285,2,1,0,1,0.00,0.00,0.00,0.00,1,85.93,77.5,67.63,62.45,50.59,39.9,34.43,29.37,21.9,15.01,11.39,7.89,4.26,1.94,1.45,0.96,0,0,0,0,0,0,0,0,10.91,7.25,5.62,4.26,2.61,1.46,1.05,0.67,0.36,0.2,0.13,0.08,0,0,0,0,N
5.573057711,4.655467414,4.408644324,4.021254936,3.362943265,2.743152649,2.335936837,1.698920584,0.91224549,0.47043055,0.33581344,0.211671157,0.099602513,0.045761756,0.033388913,0.022665003,0,0,0,0,,-22.92,316.5,4.6808,30,4.6508,0,0,1.2,0,0,0,0,0,16,8,363,12,90,53.87,285,2,1,0,1,0.00,0.00,0.00,0.00,1,117.03,99.96,95.3,87.92,75.17,62.88,54.62,41.32,23.96,13.41,9.98,6.66,3.44,1.74,1.32,0.94,0,0,0,0,0,0,0,0,0,12.83,10.21,7.41,4.27,2.07,1.3,0.78,0.42,0.25,0.2,0.14,0,0,0,0,N
5.467298011,4.966574689,4.550267807,4.139439277,3.547746847,2.812694839,2.469449268,1.96830323,1.180291199,0.668019055,0.434097785,0.247804018,0.110251638,0.04359537,0.027789325,0.018305455,0.013465457,0.00887,0.006183216,0.003290358,,-22.92,316.5,4.6808,30,4.6508,0,0,3.6,0,0,0,0,0,16,9,284,11.452,45,63,0,2,0,0,1,0.00,0.00,0.00,0.00,1,118.54,109.2,101.33,93.46,81.92,67.18,60.11,49.52,31.99,19.67,13.61,8.43,4.22,1.91,1.3,0.91,0.7,0.49,0.36,0.21,19.06,17.3,16.35,15.17,13.55,11.17,9.42,6.95,4.32,3.29,2.92,2.65,2.35,2.09,1.92,1.66,1.27,0.84,0.58,0.27,N
