STATION_NO,R_STATION,R_CTRY,R_LATITUDE,R_LONGITUD,R_ALTITUDE,R_RAINHEIGHT,R_HEIGHT,R_ANT_BEAM,ZONE,ANTEN_TYPE,ANTEN_DIAM,FEED,PROT_RAD,FIG_MERIT,XPD_0,OFF_AXIS,RELAT_LEV,RANGE_REC,INT_TIME,EXP_NO,SATEL_NAME,SATEL_POS,TYPE,START_DATE,END_DATE,DURATION,FREQUENCY,POL_L_C,POLAR,ELEVATION,RAIN_CONC,T_MED,DATA_SAMP,CALIB_INT,DAT_RES,RAIN_GAUGE,RAIN_RES,RAIN_TIME,LOC_GAUGE,ATT_E_T,RR_001,RR_002,RR_003,RR_005,RR_01,RR_02,RR_03,RR_05,RR_1,RR_2,RR_3,RR_5,RR1,RR2,RR3,RR5,RR10,RR20,RR30,RR50,A_001,A_002,A_003,A_005,A_01,A_02,A_03,A_05,A_1,A_2,A_3,A_5,A1,A2,A3,A5,A10,A20,A30,A50,FLAG1,FLAG2,FLAG3,FLAG4,FLAG5,FLAG6,FLAG7,FLAG8,REFERENCES_EXP,COMMENTS
389,CHILBOLTON,UK,51.13,358.57,88.5,2.4161 ,4.5,11,,FlCW820-FA,0.15,Lens Horn,N,3.5,,,-30,14,1,7,GBS,337,BCN,01/09/2004,31/08/2005,365,20.7,C,45,28,Y,,1,,0.01,DROP_COUNT,0.24,60,50m a. gr.,E,67.94,56.78,53.18,46.97,34.23,21.98,16.76,12.54,8.79,6.04,4.8,3.52,2.07,0.89,0.35,,,,,,,,,,,10.82,7.81,5.7,4,2.91,2.42,1.87,1.32,0.81,0.58,0.42,0.25,0.15,0.08,0.01,5.00E-03,3.00E+00,2.00E-02,1.00E+01,0E,,,,,Added by C.Riva (24.06.2008). Flags 1-5 added by C.Riva and cross-checked by L.Castanet
389,CHILBOLTON,UK,51.13,358.57,88.5,2.4161 ,4.5,11,,FlCW820-FA,0.15,Lens Horn,N,3.5,,,-30,14,1,8,GBS,337,BCN,01/09/2005,31/08/2006,365,20.7,C,45,28,Y,,1,,0.01,DROP_COUNT,0.24,60,50m a. gr.,E,81.31,65.04,59.96,48.07,33.9,24.45,18.5,14.28,10.14,6.9,5.71,4.3,2.8,1.53,0.79,,,,,,,,,,13.82,9,7.44,5.72,4,2.94,2.54,2.03,1.54,1.06,0.8,0.5,0.28,0.16,0.1,0.01,3.00E-03,3.00E+00,1.00E-02,1.00E+01,0E,,,,,Added by C.Riva (24.06.2008). Flags 1-5 added by C.Riva and cross-checked by L.Castanet
390,DARMSTADT,DE,49.869,8.625,180,2.8965 ,5,,,Cassegrain,1.8,Corr. Horn,,,,,,,1,1,OLYMPUS,341,BCN,01/05/1990,30/04/1991,365,12.501,L,90,26.85,N,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,15.6,10.1,8.3,5.5,3.7,3.1,2.6,2,1.4,1.2,0.9,0.5,0.3,,,,,,,,,5.00E-03,2.00E+00,0T,,,,,Rain zone must be assesed (H. K or E) C.Riva (21.04.2006). Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva February 2004 digitally scanning the figure 4 of the paper Dintelmann. Ortgies. Rucker. Jacoby. 
390,DARMSTADT,DE,49.869,8.625,180,2.8965 ,5,,,Cassegrain,3.7,Corr. Horn,,,,,,,1,2,OLYMPUS,341,BCN,01/05/1990,30/04/1991,365,19.77,L,90,26.85,N,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,24.8,23.1,19.2,12.5,8.8,7.3,5.7,4.1,2.8,2.4,1.9,1.4,1.1,,,,,,,,,5.00E-03,2.00E+00,0T,,,,,Rain zone must be assesed (H. K or E) C.Riva (21.04.2006). Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva February 2004 digitally scanning the figure 4 of the paper Dintelmann. Ortgies. Rucker. Jacoby. 
390,DARMSTADT,DE,49.869,8.625,180,2.8965 ,5,,,Cassegrain,3.7,Corr. Horn,,,,,,,1,3,OLYMPUS,341,BCN,01/05/1990,30/04/1991,365,29.656,L,90,26.85,N,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,48.4,45.2,37.3,24.5,17.8,15.5,12.1,8.5,5.8,4.7,3.9,2.8,2.3,,,,,,,,,5.00E-03,2.00E+00,0T,,,,,Rain zone must be assesed (H. K or E) C.Riva (21.04.2006). Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva February 2004 digitally scanning the figure 4 of the paper Dintelmann. Ortgies. Rucker. Jacoby. 
390,DARMSTADT,DE,49.869,8.625,180,2.8965 ,5,,,Cassegrain,3.7,Corr. Horn,,,,,,,1,4,OLYMPUS,341,BCN,01/01/1990,31/12/1990,365,19.77,L,90,26.85,N,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,26.8,24.8,23.1,19.4,13,9.2,7.5,6.1,4.4,3.2,2.7,2.2,1.7,1.4,,,,,,,,,5.00E-03,2.00E+00,0T,,,,,Rain zone must be assesed (H. K or E) C.Riva (21.04.2006). Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva February 2004 digitally scanning the figure page 26 of OPEX Reference Book Vol. 1
390,DARMSTADT,DE,49.869,8.625,180,2.8965 ,5,,,Cassegrain,3.7,Corr. Horn,,,,,,,1,5,OLYMPUS,341,BCN,01/10/1991,30/09/1992,366,19.77,L,90,26.85,N,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,26.2,19.4,14.4,11.5,7.9,5.6,4,3.3,2.6,2,1.6,1.4,,,,,,,,5.00E-03,3.00E+00,0T,,,,,Rain zone must be assesed (H. K or E) C.Riva (21.04.2006). Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva February 2004 digitally scanning the figure page 26 of OPEX Reference Book Vol. 1
390,DARMSTADT,DE,49.869,8.625,180,2.8965 ,5,,,Cassegrain,3.7,Corr. Horn,,,,,,,1,6,OLYMPUS,341,BCN,01/01/1990,31/12/1990,365,29.656,L,90,26.85,N,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,47.9,45,37,24.7,18,15.7,12.8,8.6,6,4.9,4.1,3.3,2.5,2.2,,,,,,,,5.00E-03,3.00E+00,0T,,,,,Rain zone must be assesed (H. K or E) C.Riva (21.04.2006). Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva February 2004 digitally scanning the figure 147 of Proc. XXI OPEX meeting Louvain-la-Neuve. 1994
390,DARMSTADT,DE,49.869,8.625,180,2.8965 ,5,,,Cassegrain,3.7,Corr. Horn,,,,,,,1,7,OLYMPUS,341,BCN,01/10/1991,30/09/1992,366,29.656,L,90,26.85,N,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,47.7,41.9,35.1,27.6,22.3,15.2,10.9,7.4,6.1,4.7,3.8,2.7,2.4,,,,,,,,2.00E-02,3.00E+00,0T,,,,,Rain zone must be assesed (H. K or E) C.Riva (21.04.2006). Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). Edited by C.Riva February 2004 digitally scanning the figure 147 of Proc. XXI OPEX meeting Louvain-la-Neuve. 1994
390,DARMSTADT,DE,49.869,8.625,180,2.8965 ,,,,CASSEGRAIN,3.7,CORR_HORN,,,,,,,,8,ITALSAT,13.2,BCN,01/01/1994,31/12/1994,365,18.6,C,45,32.71,Y,,,,,,,,,,66.47,47,46.16,40.39,28.71,16.95,12.71,9.35,6.45,4.47,3.58,2.7,1.76,0.98,0.88,0.75,,,,,44.47,40.3,37,31.38,21.58,12.95,9.32,6.2,4.05,2.65,2.16,1.71,1.31,1.05,0.94,0.82,0.66,0.54,0.47,0.38,1.00E-02,2.00E+00,5.00E-03,5.00E+01,0T,,,,,Rain zone must be assesed (H. K or E) C.Riva (21.04.2006). Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
390,DARMSTADT,DE,49.869,8.625,180,2.8965 ,,,,CASSEGRAIN,3.7,CORR_HORN,,,,,,,,9,ITALSAT,13.2,BCN,01/01/1995,31/12/1995,365,18.6,C,45,32.71,Y,,,,,,,,,,74.9,68.4,63.2,49.9,36.8,24.8,20.7,15.6,9.66,6.42,5.12,3.79,2.51,1.5,1.03,0.84,,,,,,25.8,24.59,23.08,21.47,16.38,11.09,7.28,4.92,2.95,2.33,1.85,1.37,1.02,0.95,0.79,0.65,0.58,0.51,0.37,5.00E-03,3.00E+00,2.00E-02,5.00E+01,0T,,,,,Rain zone must be assesed (H. K or E) C.Riva (21.04.2006). Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
390,DARMSTADT,DE,49.869,8.625,180,2.8965 ,,,,CASSEGRAIN,3.7,CORR_HORN,,,,,,,,10,ITALSAT,13.2,BCN,01/01/1996,31/12/1996,365,18.6,C,45,32.71,Y,,,,,,,,,,104,82.08,68.87,54.26,35.62,22.1,15,10.29,6.76,4.78,3.88,2.82,1.74,0.97,0.87,0.74,,,,,24.79,22.58,18.35,15.05,11.58,8.21,6.49,4.5,3.03,2.13,1.82,1.52,1.21,0.97,0.87,0.68,0.64,0.56,0.49,0.34,1.00E-03,2.00E+00,3.00E-03,5.00E+01,0T,,,,,Rain zone must be assesed (H. K or E) C.Riva (21.04.2006). Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
390,DARMSTADT,DE,49.869,8.625,180,2.8965 ,,,,CASSEGRAIN,3.7,CORR_HORN,,,,,,,,11,ITALSAT,13.2,BCN,01/01/1994,31/12/1994,365,39.6,C,45,32.71,Y,,,,,,,,,,66.47,47,46.16,40.39,28.71,16.95,12.71,9.35,6.45,4.47,3.58,2.7,1.76,0.98,0.88,0.75,,,,,,,,,,,29.98,21.11,14.35,9.68,8.18,6.32,4.62,3.55,3.02,2.41,1.81,1.38,1.19,0.96,1.00E-02,2.00E+00,3.00E-02,5.00E+01,0T,,,,,Rain zone must be assesed (H. K or E) C.Riva (21.04.2006). Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
390,DARMSTADT,DE,49.869,8.625,180,2.8965 ,,,,CASSEGRAIN,3.7,CORR_HORN,,,,,,,,12,ITALSAT,13.2,BCN,01/01/1995,31/12/1995,365,39.6,C,45,32.71,Y,,,,,,,,,,74.9,68.4,63.2,49.9,36.8,24.8,20.7,15.6,9.66,6.42,5.12,3.79,2.51,1.5,1.03,0.84,,,,,,,,,35.34,31.73,27.46,21.3,14.27,10.74,8.94,6.99,5.07,3.65,3.04,2.4,1.74,1.28,1.07,0.84,5.00E-03,3.00E+00,2.00E-02,5.00E+01,0T,,,,,Rain zone must be assesed (H. K or E) C.Riva (21.04.2006). Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
390,DARMSTADT,DE,49.869,8.625,180,2.8965 ,,,,CASSEGRAIN,3.7,CORR_HORN,,,,,,,,13,ITALSAT,13.2,BCN,01/01/1996,31/12/1996,365,39.6,C,45,32.71,Y,,,,,,,,,,104,82.08,68.87,54.26,35.62,22.1,15,10.29,6.76,4.78,3.88,2.82,1.74,0.97,0.87,0.74,,,,,,,,,41.28,29.61,20.83,15.84,11.14,8.25,6.97,5.6,4.23,3.16,2.66,2.1,1.58,1.23,1.04,0.88,1.00E-03,2.00E+00,2.00E-02,5.00E+01,0T,,,,,Rain zone must be assesed (H. K or E) C.Riva (21.04.2006). Added by C.Riva (21.04.2006). classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005)
391,DUNDEE,UK,56.45,357.02,49,2.2065 ,44,11,,FlCW820-FA,0.15,Lens Horn,N,3.5,,,-30,14,1,1,GBS,337,BCN,01/09/2004,31/08/2005,365,20.7,C,45,23.29,,,1,,0.01,,,,,E,,,,,,,,,,,,,,,,,,,,,,,11.93,9.73,8.07,6.76,6.1,5.41,4.43,3.48,2.97,2.53,1.94,1.45,1.16,0.81,0.44,0.22,0.13,0.03,,,1.00E-02,1.00E+01,0E,,,,,Added by C.Riva (24.06.2008). Flags 1-5 added by C.Riva and cross-checked by L.Castanet
401,DOUALA,CM,4.05,9.7,15,4.9175 ,2,1,Q,SYM. PAR.,1.8,FRONT FED,N,,,,,,3,1,,,RDM,01/06/1987,31/05/1988,365,11.6,L,,47,Y,285,15,,0.4,T.B.,1,1,10 M,T,230,180,158,138,126,109,98,83,62,42,31,19,8,4,2,0,,,,,,,,,,,,,10.9,6.8,4.6,3.1,2,1.3,1,0.8,0.8,0.7,0.7,0.6,,,,,,,,,,
401,DOUALA,CM,4.05,9.7,15,4.9175 ,2,1,Q,SYM. PAR.,1.8,FRONT FED,N,,,,,,3,2,,,RDM,01/06/1988,31/05/1989,364.625,11.6,L,,47,Y,285,15,,0.4,TIPP BUCK,1,60,10,T,148,132,126,116,101,87,78,65,47,31,23,14,6,3,2,,,,,,,,,,,,,,8.4,5.5,4,2.7,1.8,1.3,1,0.8,0.8,0.6,0.6,0.5,,,,,,,,,McCarthy.El Let.94.30.N17,
402,NAIROBI,KE,-1.3,36.75,1800,4.9426 ,3.1,1,K,SYMM.PAR.,1.8,FRONT FED,N,,,,,,3,1,,,RDM,01/07/1987,30/06/1988,366,11.6,L,,56.9,Y,285,15,,0.4,T.B.,1,1,5 M,T,116,97,89,81,70,58,50,39,24,14,9,5,3,2,,,,,,,10.6,10.1,9.7,9,8,6.4,5.4,4.1,2.7,1.8,1.5,1.2,0.9,0.8,,,,,0.6,0.5,,,,,,,,,,
402,NAIROBI,KE,-1.3,36.75,1800,4.9426 ,3.1,1,K,SYMM.PAR.,1.8,FRONT FED,N,,,,,,3,2,,,RDM,01/07/1988,30/06/1989,365.958,11.6,L,0,56.9,Y,285,15,,0.4,TIPP BUCK,1,60,5,T,95,84,78,71,58,46,38,29,19,11,7,4,2,,,,,,0,,0,10,9.2,7.9,6.2,4.9,4.2,3.2,2.2,1.6,1.4,1.2,1,0.8,,,,,0.6,0.5,,,,,,,,,McCarthy.El Let.94.30.N17,
403,ILE-IFE,NG,7.33,4.34,274,4.8853 ,20,1,N,SYMM. PAR.,1.8,FRONT FED,N,,,,,,3,1,,,RDM,01/07/1987,30/06/1988,365,11.6,L,,48.3,Y,285,15,,0.4,T.B.,1,1,,T,168,153,143,133,118,102,89,72,51,27,15,7,3,1,,,,,,,,,,,,,,,10.2,6.5,4.6,3.2,2,1.4,1.2,1,0.9,0.8,0.8,0.7,,,,,,,,,,
403,ILE-IFE,NG,7.33,4.34,274,4.8853 ,20,1,N,SYMM. PAR.,1.8,FRONT FED,N,,,,,,3,2,,,RDM,01/07/1988,30/06/1989,365.375,11.6,L,0,48.3,Y,285,15,,0.4,TIPP BUCK,1,1,10,T,143,122,112,99,82,67,60,50,34,17,11,5,2,1,,,,,,,,,,,,,,10.2,8,5.3,3.7,2.7,1.7,1.2,1.1,1,0.9,0.8,0.8,0.7,,,,,,,,,McCarthy.El Let.94.30. N17,
501,DELHI,IN,28.4,77.1,240,5.3097 ,,,K,,,,,,,,,,,1,,,S,01/06/1977,01/04/1978,304,11,C,45,45,Y,,,,,,,,,,140,126.5,119.2,110.7,100,75.9,64.6,52.7,40,26.4,20.6,15.2,10,,,,,,,,14,12.7,11.9,11.1,10,7.6,6.5,5.3,4,2.6,2.1,1.5,1,,,,,,,,,,,,,,,,RAINA & AL,
601,WAKKANAI,JP,45.4,141.7,60,2.2936 ,,,K,,,,,,,,,,,1,BSE,110,BCN,,,365,12.1,L,90,29.1,Y,,,,,,,,,,52.1,39.2,33.2,26.9,20.3,16.4,14.4,12.3,9.8,6.5,5.1,3.8,2.5,,,,,,,,8,5.9,4.9,3.9,2.9,2.5,2.3,2,1.7,1.4,1.3,1.2,1,,,,,,,,1.00E-03,1.00E+00,1.00E-03,1.00E+00,0E,,,,ISHIZUKA &,year? by J.P.V.Baptista C.Riva (18.04.1999)
601,WAKKANAI,JP,45.4,141.7,60,2.2936 ,,,K,,,,,,,,,,,2,CS,135,BCN,,,365,19.5,C,45,37,Y,,,,,,,,,,,,,,28.4,20.7,17.2,13.7,10,6.6,5.1,3.8,2.5,,,,,,,,14.3,12.2,11.1,9.9,8.3,6.1,5,4,2.9,2.1,1.7,1.4,1,,,,,,,,1.00E-02,1.00E+00,1.00E-02,1.00E+00,0E,,,,ISHIZUKA &,year? by J.P.V.Baptista C.Riva (18.04.1999)
602,SENDAI,JP,38.2,140.5,60,3.4188 ,,,K,,,,,,,,,,,1,CS,135,BCN,01/04/1979,01/03/1980,366,19.5,C,45,45,Y,,,,,,,,,,,,,,38,26.9,21.9,17,12,8.6,7.1,5.6,4,,,,,,,,,,,,18,12.9,10.7,8.4,6,4.9,4.4,3.7,3,,,,,,,,1.00E-02,1.00E+00,1.00E-02,1.00E+00,0E,,,,SATO & AL,I08
603,MITAKA,JP,35.7,139.6,,4.3126 ,,,K,,,,,,,,,,,1,,,S,,,,17,C,45,45,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,8.5,6.7,5,3.3,,,,,,,,,,,,,,,,,,,,MAKINO 71,
604,KASHIMA,JP,35.6,140.7,40,3.3658 ,,,K,,,,,,,,,,,1,ETS,130,BCN,01/05/1977,01/04/1979,730,11.5,C,45,47,Y,,,,,,,,,,,,,,,,,,18,12.2,9.7,7.3,5,,,,,,,,,,,,6.2,4.7,4,3.3,2.5,1.9,1.6,1.3,1,,,,,,,,1.00E-01,1.00E+00,1.00E-02,1.00E+00,0E,,,,FUGONO 79,I08
604,KASHIMA,JP,35.6,140.7,40,3.3658 ,,,K,,,,,,,,,,,2,ETS,130,BCN,01/05/1977,01/04/1978,365,34.5,C,45,47,Y,,,,,,,,,,,,,,,,,,18,12.2,9.7,7.3,5,,,,,,,,,,,,,,,,19.5,12.9,10.2,7.5,5,,,,,,,,1.00E-01,1.00E+00,1.00E-01,1.00E+00,0E,,,,FUGONO 79,I08
604,KASHIMA,JP,35.6,140.7,40,3.3658 ,,,K,,,,,,,,,,,3,BSE,110,BCN,01/01/1979,01/12/1981,943,11.7,L,85,37,Y,,,,,,,,,,80,67.3,60.8,53.5,44.8,33,27.5,21.8,16,11.3,9.2,7.1,5,,,,,,,,10,8.6,7.9,7,5.9,4.3,3.6,2.8,2,1.6,1.4,1.2,1,,,,,,,,1.00E-02,1.00E+00,1.00E-02,1.00E+00,0E,,,,FUKUCHI &,I08
604,KASHIMA,JP,35.6,140.7,40,3.3658 ,,,K,,,,,,,,,,,4,CS,135,BCN,01/04/1978,01/03/1982,1228,19.5,C,45,48,Y,,,,,,,,,,80,64.9,57.5,49.3,40,29.8,25.1,20.2,14.9,10.1,8,6,4,,,,,,,,31,25.4,22.6,19.5,15.9,11.9,10,8.1,6,4.3,3.6,2.8,2,,,,,,,,,,,,,,,,FUKUCHI &,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
605,SETAGAYA,JP,35.5,139,,4.2628 ,,,K,,,,,,,,,,,1,,,S,,,,11.8,L,0,45,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,4.9,3.8,2.8,1.9,,,,,,,,,,,,,,,,,,,,KINASE & K,
606,MATSUE,JP,35.5,133,20,3.3059 ,,,K,,,,,,,,,,,1,BSE,110,BCN,01/08/1978,01/12/1978,153,12.1,L,90,42,Y,,,,,,,,,,87.5,75.7,69.5,62.4,53.4,41.1,35,28.7,21.6,13.7,10.5,7.5,4.7,,,,,,,,,,,,13.3,9.5,7.7,6,4.3,3,2.4,1.9,1.3,,,,,,,,,,,,,,,,OTSU & AL,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
607,YOKOHAMA,JP,35.2,139.4,20,4.0908 ,,,K,,,,,,,,,,,1,CS,135,BCN,01/04/1978,01/03/1980,731,19.5,C,45,48,Y,,,,,,,,,,,,,,49,35.6,29.6,23.4,17,11.8,9.5,7.2,5,,,,,,,,,,,,16,13,11.5,9.8,8,6.5,5.8,5,4,,,,,,,,2.00E-02,1.00E+00,2.00E-02,1.00E+00,0E,,,,SATO & AL,I08
608,YOKOSUKA,JP,35.1,139.4,110,4.0304 ,,,M,,,,,,,,,,,1,CS,135,BCN,01/04/1978,01/03/1980,731,19.5,C,45,48,Y,,,,,,,,,,,,,,57,38.9,31.1,23.39,16,11.3,9.2,7.1,5,,,,,,,,,,,,,,,,10.5,7,5.4,4.7,3.9,3,,,,,,,1.00E-01,1.00E+00,5.00E-02,1.00E+00,0E,,,,Sato & Al,ATTENTION: THIS CDF IS SIMILAR TO THE FOLLOWING (608-1) BUT SHIFTED CLARIFY WHICH IS THE CORRECT ONE
608,YOKOSUKA,JP,35.1,139.4,110,4.0304 ,,,M,,,,,,,,,,,2,CS,135,BCN,01/04/1978,01/03/1980,731,19.5,C,45,48,Y,,,,,,,,,,,,,,57,38.9,31.1,23.4,16,11.3,9.2,7.1,5,,,,,,,,,,,,27,18,14.2,10.5,7,5.4,4.7,3.9,3,,,,,,,,,,,,TE,,,,SATO & AL,I08. ATTENTION: THIS CDF IS SIMILAR TO THE PREVIOUS ONE (608-201) BUT SHIFTED CLARIFY WHICH IS THE CORRECT ONE.
609,TOYOKAWA,JP,34.9,137.4,10,4.2508 ,,,K,,,,,,,,,,,1,,,S,01/01/1968,01/12/1969,731,9.4,L,0,45,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,3.3,2.8,2.3,1.8,1.5,1.4,1.2,1,,,,,,,,,,1.00E-02,1.00E+00,,,,,KINASE & K,I08. classified as 'total attenuation' by L.Castanet C.Riva (Oct. 2005). C.Riva L.Castanet (Oct. 2005)
610,OSAKA,JP,34.7,135.5,40,4.3508 ,,,K,,,,,,,,,,,1,BSE,110,BCN,01/08/1978,01/12/1978,153,12.1,L,90,41,Y,,,,,,,,,,85.5,75.8,70.6,64.7,56.6,45.2,39.3,33,25.7,15.9,12,8.4,5.1,,,,,,,,,,,,15.1,11.2,9.4,7.5,5.6,3.9,3.1,2.4,1.7,,,,,,,,,,,,,,,,OTSU & AL,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
611,MARUGAME,JP,34.3,133.7,10,4.5123 ,,,M,,,,,,,,,,,1,,,RDM,01/05/1979,01/04/1980,363,11.9,L,90,6,Y,,,,,,,,,,,,,,53,36.2,29,21.9,15,9.2,7,4.8,3,,,,,,,,,,,,,,,,8.7,6.3,5.2,4,2.9,,,,,,,,,,,,,,,,YASUKAWA &,I08
611,MARUGAME,JP,34.3,133.7,10,4.5123 ,,,M,,,,,,,,,,,2,,,RDM,01/05/1979,01/04/1980,363,11.9,L,90,15,Y,,,,,,,,,,,,,,53,36.2,29,21.9,15,9.2,7,4.8,3,,,,,,,,,,,,11.8,9.5,8.3,7.1,5.7,4,3.2,2.5,1.7,,,,,,,,,,,,,,,,YASUKAWA &,I08
611,MARUGAME,JP,34.3,133.7,10,4.5123 ,,,M,,,,,,,,,,,3,,,RDM,01/05/1979,01/04/1980,363,11.9,L,90,45,Y,,,,,,,,,,,,,,53,36.2,29,21.9,15,9.2,7,4.8,3,,,,,,,,,,,,5.7,4.7,4.2,3.6,3,2.3,2,1.7,1.3,,,,,,,,,,,,,,,,YASUKAWA &,I08
612,IZUHARA,JP,34.2,129.3,430,4.1394 ,,,K,,,,,,,,,,,1,BSE,110,BCN,01/08/1978,01/12/1978,153,12.1,L,90,45.2,Y,,,,,,,,,,76.3,66.1,60.7,54.6,46.9,37.6,32.8,27.7,21.8,15,12,9.1,6.2,,,,,,,,8.6,7.3,6.6,5.8,4.9,3.8,3.2,2.7,2.1,1.5,1.3,1,0.7,,,,,,,,,,,,,,,,OTSU & AL,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
613,OWASE,JP,34.5,136.2,10,4.5806 ,,,M,,,,,,,,,,,1,BSE,110,BCN,01/08/1978,01/12/1978,153,12.1,L,90,41.5,Y,,,,,,,,,,,,,,,,,,61,38.6,29.5,21,13.3,,,,,,,,,,,,20,16.9,15.3,13.6,11.3,6.4,4.5,2.9,1.6,,,,,,,,,,,,,,,,OTSU & AL,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
614,ASHIZURI,JP,32.8,132.9,100,4.1949 ,,,M,,,,,,,,,,,1,BSE,110,BCN,01/08/1978,01/12/1978,153,12.1,L,90,44.6,Y,,,,,,,,,,107.7,95,88.3,80.6,71,55.4,47.8,39.8,30.9,20.1,15.6,11.3,7.3,,,,,,,,13.6,12.5,11.8,11.1,10.1,8.2,7.2,6.2,5,3.7,3.1,2.5,1.9,,,,,,,,,,,,,,,,OTSU & AL,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
615,KESENNUMA,JP,38.8,141.5,10,3.5342 ,,,K,,,,,,,,,,,1,BSE,110,BCN,01/08/1978,01/12/1978,153,12.1,L,90,34.4,Y,,,,,,,,,,71.6,57.1,50,42.3,33.6,25.2,21.3,17.2,12.8,8.8,7,5.3,3.6,,,,,,,,10.6,8.9,8,7,5.9,4.5,3.8,3.1,2.4,1.7,1.4,1.1,0.8,,,,,,,,,,,,,,,,OTSU & AL,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
616,YAMAGAWA,JP,31.2,130.6,80,4.3325 ,,,M,,,,,,,,,,,1,BSE,110,BCN,01/07/1979,01/06/1980,366,12.1,L,90,47.3,Y,,,,,,,,,,,,,,50,46.4,44.4,42,38.9,23.3,17.2,11.7,7,,,,,,,,,,,,8,6,5,4,3,2.2,1.8,1.4,1,,,,,,,,1.00E-01,1.00E+00,1.00E-02,1.00E+00,0E,,,,ISHIZUKA.I08,
616,YAMAGAWA,JP,31.2,130.6,80,4.3325 ,,,M,,,,,,,,,,,2,CS,135,BCN,,,365,19.5,C,45,53,Y,,,,,,,,,,,,,,50,44.5,41.6,38.2,33.6,21.1,16,11.2,7,,,,,,,,,,,,17,14.5,13.2,11.8,9.9,6.2,4.7,3.3,2,,,,,,,,1.00E-01,1.00E+00,1.00E-01,1.00E+00,0E,,,,ISHIZUKA.,year? by J.P.V.Baptista C.Riva (18.04.1999)
617,OGASAWARA,JP,27.1,142.2,50,4.6941 ,,,M,,,,,,,,,,,1,BSE,110,BCN,01/08/1978,01/12/1978,153,12.1,L,90,42.5,Y,,,,,,,,,,118.7,100.2,90.8,80.2,66.8,48.7,40.1,31.5,22.3,13,9.4,6.3,3.6,,,,,,,,11,10,9.4,8.7,7.8,6,5.1,4.1,3.1,2.2,1.8,1.4,1,,,,,,,,,,,,,,,,OTSU & AL,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
618,MINAMIDAITO,JP,25.8,131.2,190,4.8548 ,,,N,,,,,,,,,,,1,BSE,110,BCN,01/08/1978,01/12/1978,153,12.1,L,90,51.7,Y,,,,,,,,,,113.2,100.3,93.4,85.4,73.9,52.8,42.8,32.9,22.6,12.5,8.8,5.7,3.1,,,,,,,,20,18.9,18.3,17.6,16.4,12.3,10.2,8.1,6,3.9,3,2.2,1.4,,,,,,,,,,,,,,,,OTSU & AL,I08. Not considered in ESA contract 17760/03/NL/JA (Oct. 2005)
619,TAIPEI,TW,25.1,121.6,0,4.6732 ,0,,N,,,,,,,,,,,1,,,RDM,,,1,11.6,L,0,20,Y,,,,,,,,,,,,,,80,68.9,62.1,53.9,43,34.6,29.3,23.1,15,,,,,,,,,,,,,,,,8.5,5.7,4.5,3.3,2.2,,,,,,,,,,,,,,,,,
